codebase,audio,RMSE
4,34_KS_Recording4-LR_9365-9665_CT.wav,1.66499272436872
4,Alex_010526_first5.wav,1.1067971810589328
4,William_030011_first5.wav,2.20293921306753
4,85_NA_Recording1-LR_2244-2544_CT.wav,1.2212204184113642
4,40_JC_Recording1-LR_2962-3262_CT.wav,1.2116855277595
4,40_JC_Recording1-LR_2662-2962_CT.wav,1.2014484012514084
4,40_JC_Recording2-LR_22826-23126_CT.wav,1.151131130957041
4,William_011115_first5.wav,1.984856461413216
4,Ethan_020208_first5.wav,5.557164337294527
4,85_NA_Recording1-LR_9444-9744_CT.wav,1.2554408338280216
4,34_KS_Recording4-LR_2465-2765_CT.wav,1.5396486379323215
4,85_NA_Recording1-LR_3144-3444_CT.wav,1.4320479815005491
4,Ethan_021005_first5.wav,6.041359426107259
4,Naima_010801_first5.wav,2.2793539754620267
4,Lily_040002_first5.wav,1.2929966569048754
4,Naima_020720_first5.wav,1.7624019422539814
4,Violet_030119_first5.wav,3.4838235085990013
4,Lily_030725_first5.wav,7.050786639305554
4,34_KS_Recording4-LR_2165-2465_CT.wav,1.8313310964720881
3,William_030011_first5.wav,3.4989494221585327
3,Alex_010526_first5.wav,1.1547005383792515
3,Violet_030119_first5.wav,2.306664194991289
3,Ethan_021005_first5.wav,6.0756105436623296
3,34_KS_Recording4-LR_2465-2765_CT.wav,1.655607398078936
3,34_KS_Recording4-LR_2165-2465_CT.wav,7.486465775739628
3,Naima_020720_first5.wav,1.6978149950968622
3,Naima_010801_first5.wav,2.2922795323750234
3,85_NA_Recording1-LR_9444-9744_CT.wav,1.387777332977422
3,34_KS_Recording4-LR_9365-9665_CT.wav,2.6963438709241574
3,William_011115_first5.wav,1.9542173669378182
3,40_JC_Recording2-LR_22826-23126_CT.wav,1.2069756101333573
3,40_JC_Recording1-LR_2662-2962_CT.wav,1.2649110640673518
3,85_NA_Recording1-LR_2244-2544_CT.wav,1.718309112731627
3,40_JC_Recording1-LR_2962-3262_CT.wav,0.9700046860242949
3,Ethan_020208_first5.wav,5.559285959307948
3,Lily_040002_first5.wav,1.254702904737782
3,Lily_030725_first5.wav,1.812845213191212
3,85_NA_Recording1-LR_3144-3444_CT.wav,1.6168528683740964
1,40_JC_Recording1-LR_2962-3262_CT.wav,0.9653072991634227
1,Ethan_020208_first5.wav,22.80350850198276
1,40_JC_Recording2-LR_22826-23126_CT.wav,1.3862938720157705
1,Ethan_021005_first5.wav,6.415458110439069
1,Lily_040002_first5.wav,1.6938652841613224
1,William_011115_first5.wav,2.1784603864133985
1,Naima_020720_first5.wav,6.817979794986817
1,85_NA_Recording1-LR_2244-2544_CT.wav,5.607876234553413
1,85_NA_Recording1-LR_9444-9744_CT.wav,1.210380343582829
1,Lily_030725_first5.wav,52.42678667594504
1,34_KS_Recording4-LR_9365-9665_CT.wav,1.5682663866382713
1,85_NA_Recording1-LR_3144-3444_CT.wav,2.0113888930755826
1,Naima_010801_first5.wav,2.727802978755814
1,34_KS_Recording4-LR_2465-2765_CT.wav,1.8271960536096539
1,40_JC_Recording1-LR_2662-2962_CT.wav,1.6405195359477092
1,William_030011_first5.wav,5.144600253149498
1,Alex_010526_first5.wav,1.4142135623730951
1,34_KS_Recording4-LR_2165-2465_CT.wav,46.989209921604385
1,Violet_030119_first5.wav,32.35638824186515
2,Naima_010801_first5.wav,18.228848265617582
2,34_KS_Recording4-LR_2165-2465_CT.wav,15.479444678255414
2,Naima_020720_first5.wav,20.162408766631213
2,Ethan_020208_first5.wav,5.825286453398746
2,Ethan_021005_first5.wav,8.454014178555965
2,Violet_030119_first5.wav,33.3430355170718
2,85_NA_Recording1-LR_3144-3444_CT.wav,2.061245003503224
2,Lily_030725_first5.wav,7.991804054081591
2,85_NA_Recording1-LR_2244-2544_CT.wav,2.2215635997166965
2,Lily_040002_first5.wav,11.581677555039835
2,Alex_010526_first5.wav,6.754628043053148
2,40_JC_Recording1-LR_2662-2962_CT.wav,2.875685173552784
2,85_NA_Recording1-LR_9444-9744_CT.wav,1.3068354640279518
2,34_KS_Recording4-LR_9365-9665_CT.wav,3.5045475145663643
2,William_011115_first5.wav,16.35700841040106
2,40_JC_Recording1-LR_2962-3262_CT.wav,2.4872401645928037
2,40_JC_Recording2-LR_22826-23126_CT.wav,1.4782371884055634
2,34_KS_Recording4-LR_2465-2765_CT.wav,2.059861133291809
2,William_030011_first5.wav,19.552343021926013
