codebase,audio,WER,substitutions,deletions,insertions,hits,N_ref,substitution_rate,deletion_rate,insertion_rate,hit_rate
1,34_KS_Recording4-LR_9365-9665_CT.wav,0.5446224256292906,99,51,88,287,437,0.22654462242562928,0.11670480549199085,0.20137299771167047,0.6567505720823799
1,85_NA_Recording1-LR_3144-3444_CT.wav,0.4225721784776903,48,38,75,295,381,0.12598425196850394,0.09973753280839895,0.1968503937007874,0.7742782152230971
1,Naima_010801_first5.wav,0.38235294117647056,68,19,43,253,340,0.2,0.05588235294117647,0.1264705882352941,0.7441176470588236
1,34_KS_Recording4-LR_2465-2765_CT.wav,0.4262626262626263,97,26,88,372,495,0.19595959595959597,0.052525252525252523,0.17777777777777778,0.7515151515151515
1,40_JC_Recording1-LR_2662-2962_CT.wav,0.5339578454332553,35,22,171,370,427,0.08196721311475409,0.05152224824355972,0.40046838407494145,0.8665105386416861
1,William_030011_first5.wav,0.49193548387096775,231,51,23,338,620,0.3725806451612903,0.08225806451612903,0.037096774193548385,0.5451612903225806
1,Alex_010526_first5.wav,0.26666666666666666,18,19,3,113,150,0.12,0.12666666666666668,0.02,0.7533333333333333
1,34_KS_Recording4-LR_2165-2465_CT.wav,3.0414634146341464,408,0,839,2,410,0.9951219512195122,0.0,2.046341463414634,0.004878048780487805
1,Violet_030119_first5.wav,1.5791304347826087,549,3,356,23,575,0.9547826086956521,0.0052173913043478265,0.6191304347826087,0.04
2,Naima_010801_first5.wav,2.5764705882352943,300,1,575,39,340,0.8823529411764706,0.0029411764705882353,1.6911764705882353,0.11470588235294117
2,34_KS_Recording4-LR_2165-2465_CT.wav,1.2975609756097561,131,39,362,240,410,0.3195121951219512,0.0951219512195122,0.8829268292682927,0.5853658536585366
2,Naima_020720_first5.wav,2.181274900398406,463,0,632,39,502,0.9223107569721115,0.0,1.2589641434262948,0.07768924302788845
2,Ethan_020208_first5.wav,0.6457399103139013,151,70,67,225,446,0.33856502242152464,0.15695067264573992,0.15022421524663676,0.5044843049327354
2,Ethan_021005_first5.wav,0.9102040816326531,242,25,179,223,490,0.49387755102040815,0.05102040816326531,0.3653061224489796,0.45510204081632655
2,Violet_030119_first5.wav,3.266086956521739,525,0,1353,50,575,0.9130434782608695,0.0,2.3530434782608696,0.08695652173913043
2,85_NA_Recording1-LR_3144-3444_CT.wav,0.5433070866141733,106,29,72,246,381,0.2782152230971129,0.07611548556430446,0.1889763779527559,0.6456692913385826
2,Lily_030725_first5.wav,1.438095238095238,279,1,173,35,315,0.8857142857142857,0.0031746031746031746,0.5492063492063493,0.1111111111111111
2,85_NA_Recording1-LR_2244-2544_CT.wav,0.7696476964769647,98,10,176,261,369,0.26558265582655827,0.02710027100271003,0.47696476964769646,0.7073170731707317
2,Lily_040002_first5.wav,1.303030303030303,756,0,362,102,858,0.8811188811188811,0.0,0.4219114219114219,0.11888111888111888
2,Alex_010526_first5.wav,1.5,31,22,172,97,150,0.20666666666666667,0.14666666666666667,1.1466666666666667,0.6466666666666666
2,40_JC_Recording1-LR_2662-2962_CT.wav,0.7728337236533958,40,30,260,357,427,0.0936768149882904,0.0702576112412178,0.6088992974238876,0.8360655737704918
2,85_NA_Recording1-LR_9444-9744_CT.wav,0.31069609507640067,68,44,71,477,589,0.11544991511035653,0.07470288624787776,0.12054329371816638,0.8098471986417657
2,34_KS_Recording4-LR_9365-9665_CT.wav,0.9267734553775744,126,49,230,262,437,0.28832951945080093,0.11212814645308924,0.5263157894736842,0.5995423340961098
2,William_011115_first5.wav,1.8714596949891067,428,0,431,31,459,0.9324618736383442,0.0,0.9389978213507625,0.06753812636165578
2,40_JC_Recording1-LR_2962-3262_CT.wav,0.45372460496614,101,42,58,300,443,0.22799097065462753,0.09480812641083522,0.1309255079006772,0.6772009029345373
2,40_JC_Recording2-LR_22826-23126_CT.wav,0.36323851203501095,72,26,68,359,457,0.1575492341356674,0.05689277899343545,0.1487964989059081,0.7855579868708972
2,34_KS_Recording4-LR_2465-2765_CT.wav,0.5131313131313131,100,27,127,368,495,0.20202020202020202,0.05454545454545454,0.25656565656565655,0.7434343434343434
2,William_030011_first5.wav,1.5951612903225807,581,0,408,39,620,0.9370967741935484,0.0,0.6580645161290323,0.06290322580645161
