codebase,audio,RMSE
3,Lily_030725_first5.wav,1.7689507067385495
3,34_KS_Recording4-LR_2165-2465_CT.wav,2.2153631985258055
3,Ethan_021005_first5.wav,6.384083468997757
3,85_NA_Recording1-LR_2244-2544_CT.wav,1.322107211868537
3,William_030011_first5.wav,2.183793275150388
3,Alex_010526_first5.wav,1.1141720290623112
3,Naima_020720_first5.wav,1.5918585381377883
3,Violet_030119_first5.wav,2.3138194496724354
3,Lily_040002_first5.wav,1.2092012608170546
3,34_KS_Recording4-LR_2465-2765_CT.wav,1.6360304840316549
3,Naima_010801_first5.wav,2.0421690785668423
3,34_KS_Recording4-LR_9365-9665_CT.wav,1.4981191215172573
3,Ethan_020208_first5.wav,5.573191645393066
3,85_NA_Recording1-LR_9444-9744_CT.wav,1.4395625813183375
3,40_JC_Recording2-LR_22826-23126_CT.wav,1.0903399477762603
3,40_JC_Recording1-LR_2662-2962_CT.wav,1.4171567779654208
3,85_NA_Recording1-LR_3144-3444_CT.wav,1.4142135623730951
3,William_011115_first5.wav,1.9216954456486521
3,40_JC_Recording1-LR_2962-3262_CT.wav,1.0022497216285493
4,William_011115_first5.wav,4.617665497377359
4,Naima_010801_first5.wav,2.041241452319315
4,85_NA_Recording1-LR_3144-3444_CT.wav,1.2979711337465902
4,Violet_030119_first5.wav,2.207230458122718
4,Lily_040002_first5.wav,1.1973044025271262
4,34_KS_Recording4-LR_2465-2765_CT.wav,1.446933661670982
4,Alex_010526_first5.wav,1.1141720290623112
4,85_NA_Recording1-LR_9444-9744_CT.wav,1.4202187425167099
4,Naima_020720_first5.wav,1.5330819078100235
4,40_JC_Recording1-LR_2662-2962_CT.wav,1.1954775893619531
4,William_030011_first5.wav,2.182966550428295
4,40_JC_Recording1-LR_2962-3262_CT.wav,1.2411851354816252
4,Lily_030725_first5.wav,4.816737167190985
4,85_NA_Recording1-LR_2244-2544_CT.wav,1.4299354695770266
4,34_KS_Recording4-LR_9365-9665_CT.wav,1.3320796110689346
4,34_KS_Recording4-LR_2165-2465_CT.wav,2.250447984076117
4,Ethan_021005_first5.wav,6.3830618249292845
4,Ethan_020208_first5.wav,5.549774770204643
4,40_JC_Recording2-LR_22826-23126_CT.wav,1.1497340614321068
2,34_KS_Recording4-LR_9365-9665_CT.wav,2.9161206076731876
2,85_NA_Recording1-LR_3144-3444_CT.wav,3.642929584907061
2,40_JC_Recording1-LR_2662-2962_CT.wav,1.6620770138594663
2,85_NA_Recording1-LR_2244-2544_CT.wav,1.4327754633770375
2,40_JC_Recording2-LR_22826-23126_CT.wav,2.4686880323075187
2,40_JC_Recording1-LR_2962-3262_CT.wav,1.1129864054599852
2,Naima_020720_first5.wav,19.968086783563376
2,Violet_030119_first5.wav,6.210782249925436
2,Ethan_021005_first5.wav,7.775938360822078
2,Naima_010801_first5.wav,5.87205761263125
2,Lily_040002_first5.wav,5.926440701340313
2,Alex_010526_first5.wav,1.3130643285972254
2,34_KS_Recording4-LR_2465-2765_CT.wav,10.07334802464066
2,85_NA_Recording1-LR_9444-9744_CT.wav,1.208128498167768
2,34_KS_Recording4-LR_2165-2465_CT.wav,1.9872867824650695
2,Ethan_020208_first5.wav,6.605494541632359
2,Lily_030725_first5.wav,30.48546598567318
2,William_030011_first5.wav,8.460782324650975
2,William_011115_first5.wav,40.72280020692233
1,Naima_010801_first5.wav,2.1967607006129675
1,85_NA_Recording1-LR_9444-9744_CT.wav,1.1669199319831565
1,85_NA_Recording1-LR_3144-3444_CT.wav,2.2094735569847352
1,Ethan_020208_first5.wav,5.641622725488136
1,34_KS_Recording4-LR_9365-9665_CT.wav,1.6769108727621662
1,40_JC_Recording1-LR_2962-3262_CT.wav,1.0222744470273357
1,Lily_030725_first5.wav,2.1071761643393296
1,34_KS_Recording4-LR_2465-2765_CT.wav,1.9558967035336035
1,40_JC_Recording2-LR_22826-23126_CT.wav,1.7929284075718448
1,William_011115_first5.wav,1.8517920666931578
1,Lily_040002_first5.wav,1.3083028860771466
1,Ethan_021005_first5.wav,6.306656249033893
1,34_KS_Recording4-LR_2165-2465_CT.wav,1.7558329387375555
1,85_NA_Recording1-LR_2244-2544_CT.wav,1.7806548535067297
1,Naima_020720_first5.wav,1.5757516293118379
1,Alex_010526_first5.wav,1.1707645600941352
1,40_JC_Recording1-LR_2662-2962_CT.wav,1.5193200233437762
1,Violet_030119_first5.wav,2.103849767452786
1,William_030011_first5.wav,2.5766235987577017
