codebase,audio,WER,substitutions,deletions,insertions,hits,N_ref,substitution_rate,deletion_rate,insertion_rate,hit_rate
3,40_JC_Recording1-LR_2662-2962_CT.wav,0.5058548009367682,25,32,159,370,427,0.0585480093676815,0.07494145199063232,0.37236533957845436,0.8665105386416861
3,85_NA_Recording1-LR_3144-3444_CT.wav,0.3333333333333333,58,45,24,278,381,0.15223097112860892,0.11811023622047244,0.06299212598425197,0.7296587926509186
3,William_011115_first5.wav,0.40305010893246185,68,100,17,291,459,0.14814814814814814,0.2178649237472767,0.037037037037037035,0.6339869281045751
3,40_JC_Recording1-LR_2962-3262_CT.wav,0.26636568848758463,50,62,6,331,443,0.11286681715575621,0.1399548532731377,0.013544018058690745,0.7471783295711061
4,William_011115_first5.wav,0.5403050108932462,118,63,67,278,459,0.2570806100217865,0.13725490196078433,0.14596949891067537,0.6056644880174292
4,Naima_010801_first5.wav,0.2911764705882353,43,40,16,257,340,0.1264705882352941,0.11764705882352941,0.047058823529411764,0.7558823529411764
4,85_NA_Recording1-LR_3144-3444_CT.wav,0.3858267716535433,48,83,16,250,381,0.12598425196850394,0.2178477690288714,0.04199475065616798,0.6561679790026247
4,Violet_030119_first5.wav,0.37043478260869567,46,164,3,365,575,0.08,0.2852173913043478,0.0052173913043478265,0.6347826086956522
4,Lily_040002_first5.wav,0.1585081585081585,56,65,15,737,858,0.06526806526806526,0.07575757575757576,0.017482517482517484,0.8589743589743589
4,34_KS_Recording4-LR_2465-2765_CT.wav,0.4161616161616162,73,87,46,335,495,0.14747474747474748,0.17575757575757575,0.09292929292929293,0.6767676767676768
4,Alex_010526_first5.wav,0.25333333333333335,8,27,3,115,150,0.05333333333333334,0.18,0.02,0.7666666666666667
4,85_NA_Recording1-LR_9444-9744_CT.wav,0.33446519524617996,76,76,45,437,589,0.12903225806451613,0.12903225806451613,0.07640067911714771,0.7419354838709677
4,Naima_020720_first5.wav,0.25298804780876494,60,60,7,382,502,0.11952191235059761,0.11952191235059761,0.013944223107569721,0.7609561752988048
4,40_JC_Recording1-LR_2662-2962_CT.wav,0.41217798594847777,24,27,125,376,427,0.05620608899297424,0.06323185011709602,0.2927400468384075,0.8805620608899297
4,William_030011_first5.wav,0.36774193548387096,88,129,11,403,620,0.14193548387096774,0.20806451612903226,0.017741935483870968,0.65
4,40_JC_Recording1-LR_2962-3262_CT.wav,0.3340857787810384,41,102,5,300,443,0.09255079006772009,0.23024830699774265,0.011286681715575621,0.6772009029345373
4,Lily_030725_first5.wav,0.6063492063492063,59,72,60,184,315,0.1873015873015873,0.22857142857142856,0.19047619047619047,0.5841269841269842
4,85_NA_Recording1-LR_2244-2544_CT.wav,0.5203252032520326,103,63,26,203,369,0.2791327913279133,0.17073170731707318,0.07046070460704607,0.5501355013550135
4,34_KS_Recording4-LR_9365-9665_CT.wav,0.4851258581235698,85,51,76,301,437,0.1945080091533181,0.11670480549199085,0.17391304347826086,0.6887871853546911
4,34_KS_Recording4-LR_2165-2465_CT.wav,0.4878048780487805,119,65,16,226,410,0.29024390243902437,0.15853658536585366,0.03902439024390244,0.551219512195122
4,Ethan_021005_first5.wav,0.573469387755102,97,158,26,235,490,0.19795918367346937,0.3224489795918367,0.053061224489795916,0.47959183673469385
4,Ethan_020208_first5.wav,0.5022421524663677,41,143,40,262,446,0.09192825112107623,0.32062780269058294,0.08968609865470852,0.5874439461883408
4,40_JC_Recording2-LR_22826-23126_CT.wav,0.38949671772428884,51,92,35,314,457,0.11159737417943107,0.2013129102844639,0.07658643326039387,0.687089715536105
2,34_KS_Recording4-LR_9365-9665_CT.wav,0.7986270022883295,103,69,177,265,437,0.23569794050343248,0.15789473684210525,0.40503432494279173,0.6064073226544623
2,85_NA_Recording1-LR_3144-3444_CT.wav,0.6666666666666666,69,28,157,284,381,0.18110236220472442,0.07349081364829396,0.4120734908136483,0.7454068241469817
2,40_JC_Recording1-LR_2662-2962_CT.wav,0.5480093676814989,35,20,179,372,427,0.08196721311475409,0.0468384074941452,0.41920374707259955,0.8711943793911007
2,85_NA_Recording1-LR_2244-2544_CT.wav,0.5718157181571816,67,21,123,281,369,0.18157181571815717,0.056910569105691054,0.3333333333333333,0.7615176151761518
2,40_JC_Recording2-LR_22826-23126_CT.wav,0.47921225382932164,64,22,133,371,457,0.1400437636761488,0.04814004376367615,0.2910284463894967,0.811816192560175
2,40_JC_Recording1-LR_2962-3262_CT.wav,0.3431151241534989,64,59,29,320,443,0.14446952595936793,0.13318284424379231,0.0654627539503386,0.7223476297968398
2,Naima_020720_first5.wav,1.7768924302788844,472,0,420,30,502,0.9402390438247012,0.0,0.8366533864541833,0.05976095617529881
2,Violet_030119_first5.wav,0.96,492,58,2,25,575,0.8556521739130435,0.10086956521739131,0.0034782608695652175,0.043478260869565216
2,Ethan_021005_first5.wav,0.8408163265306122,186,60,166,244,490,0.3795918367346939,0.12244897959183673,0.33877551020408164,0.49795918367346936
2,Naima_010801_first5.wav,1.464705882352941,278,6,214,56,340,0.8176470588235294,0.01764705882352941,0.6294117647058823,0.16470588235294117
2,Lily_040002_first5.wav,0.9475524475524476,744,39,30,75,858,0.8671328671328671,0.045454545454545456,0.03496503496503497,0.08741258741258741
2,Alex_010526_first5.wav,0.3466666666666667,30,11,11,109,150,0.2,0.07333333333333333,0.07333333333333333,0.7266666666666667
2,34_KS_Recording4-LR_2465-2765_CT.wav,0.7777777777777778,83,30,272,382,495,0.16767676767676767,0.06060606060606061,0.5494949494949495,0.7717171717171717
2,85_NA_Recording1-LR_9444-9744_CT.wav,0.3089983022071307,72,41,69,476,589,0.12224108658743633,0.06960950764006792,0.11714770797962648,0.8081494057724957
2,34_KS_Recording4-LR_2165-2465_CT.wav,0.5926829268292683,107,35,101,268,410,0.26097560975609757,0.08536585365853659,0.24634146341463414,0.6536585365853659
2,Ethan_020208_first5.wav,0.7376681614349776,167,66,96,213,446,0.3744394618834081,0.14798206278026907,0.21524663677130046,0.47757847533632286
2,Lily_030725_first5.wav,2.8793650793650793,248,13,646,54,315,0.7873015873015873,0.04126984126984127,2.0507936507936506,0.17142857142857143
2,William_030011_first5.wav,1.1096774193548387,582,1,105,37,620,0.9387096774193548,0.0016129032258064516,0.1693548387096774,0.05967741935483871
2,William_011115_first5.wav,2.860566448801743,411,1,901,47,459,0.8954248366013072,0.002178649237472767,1.962962962962963,0.10239651416122005
1,Naima_010801_first5.wav,0.3323529411764706,57,23,33,260,340,0.1676470588235294,0.06764705882352941,0.09705882352941177,0.7647058823529411
1,85_NA_Recording1-LR_9444-9744_CT.wav,0.27843803056027167,77,35,52,477,589,0.1307300509337861,0.059422750424448216,0.08828522920203735,0.8098471986417657
1,85_NA_Recording1-LR_3144-3444_CT.wav,0.47506561679790027,64,24,93,293,381,0.1679790026246719,0.06299212598425197,0.2440944881889764,0.7690288713910761
1,Ethan_020208_first5.wav,0.5246636771300448,85,84,65,277,446,0.1905829596412556,0.18834080717488788,0.14573991031390135,0.6210762331838565
1,34_KS_Recording4-LR_9365-9665_CT.wav,0.551487414187643,148,20,73,269,437,0.33867276887871856,0.04576659038901602,0.16704805491990846,0.6155606407322655
1,40_JC_Recording1-LR_2962-3262_CT.wav,0.3047404063205418,64,54,17,325,443,0.14446952595936793,0.12189616252821671,0.03837471783295711,0.7336343115124153
1,Lily_030725_first5.wav,0.5396825396825397,69,42,59,204,315,0.21904761904761905,0.13333333333333333,0.1873015873015873,0.6476190476190476
1,34_KS_Recording4-LR_2465-2765_CT.wav,0.4727272727272727,86,26,122,383,495,0.17373737373737375,0.052525252525252523,0.24646464646464647,0.7737373737373737
1,40_JC_Recording2-LR_22826-23126_CT.wav,0.37636761487964987,70,18,84,369,457,0.15317286652078774,0.03938730853391685,0.1838074398249453,0.8074398249452954
1,William_011115_first5.wav,0.33986928104575165,75,56,25,328,459,0.16339869281045752,0.12200435729847495,0.054466230936819175,0.7145969498910676
1,Lily_040002_first5.wav,0.1853146853146853,69,46,44,743,858,0.08041958041958042,0.053613053613053616,0.05128205128205128,0.865967365967366
1,Ethan_021005_first5.wav,0.5061224489795918,102,131,15,257,490,0.20816326530612245,0.2673469387755102,0.030612244897959183,0.5244897959183673
1,34_KS_Recording4-LR_2165-2465_CT.wav,0.43902439024390244,85,49,46,276,410,0.2073170731707317,0.11951219512195121,0.11219512195121951,0.6731707317073171
1,85_NA_Recording1-LR_2244-2544_CT.wav,0.6070460704607046,83,8,133,278,369,0.22493224932249323,0.02168021680216802,0.3604336043360434,0.7533875338753387
1,Naima_020720_first5.wav,0.34860557768924305,36,107,32,359,502,0.07171314741035857,0.21314741035856574,0.06374501992031872,0.7151394422310757
1,Alex_010526_first5.wav,0.26666666666666666,18,6,16,126,150,0.12,0.04,0.10666666666666667,0.84
1,40_JC_Recording1-LR_2662-2962_CT.wav,0.5152224824355972,33,20,167,374,427,0.07728337236533958,0.0468384074941452,0.3911007025761124,0.8758782201405152
1,Violet_030119_first5.wav,0.3008695652173913,54,109,10,412,575,0.09391304347826086,0.18956521739130436,0.017391304347826087,0.7165217391304348
1,William_030011_first5.wav,0.36129032258064514,115,92,17,413,620,0.18548387096774194,0.14838709677419354,0.027419354838709678,0.6661290322580645
